no,BanglaName,EnglishName,OrganizationType,EnglishParent,BanglaParent,domainname
1,রাষ্ট্রপতির কার্যালয়,President's Office,Ministry/Division,,,bangabhaban.gov.bd
2,আপন বিভাগ,Personal Division,Division,President's Office,রাষ্ট্রপতির কার্যালয়,personaldivision.portal.gov.bd
3,জন বিভাগ,Public Division,Division,President's Office,রাষ্ট্রপতির কার্যালয়,publicdivision.portal.gov.bd
4,প্রধানমন্ত্রীর কার্যালয়,Prime Minister’s Office,Ministry/Division,,,pmo.gov.bd
5,প্রধানমন্ত্রীর প্রেস উইং,Prime Minister's Press Wing,Others,Prime Minister’s Office,প্রধানমন্ত্রীর কার্যালয়,presswing.pmo.gov.bd
6,সশস্ত্র বাহিনী বিভাগ,Armed Forces Division,Ministry/Division,,,afd.portal.gov.bd
7,মন্ত্রিপরিষদ বিভাগ,Cabinet Division,Ministry/Division,,,cabinet.gov.bd
8,পার্বত্য চট্টগ্রাম বিষয়ক মন্ত্রণালয়,Ministry of Chittagong Hill Tracts Affairs,Ministry/Division,,,mochta.gov.bd
9,বান্দরবান পার্বত্য জেলা পরিষদ,Bandarban Hill District Council,Others,Ministry of Chittagong Hill Tracts Affairs,পার্বত্য চট্টগ্রাম বিষয়ক মন্ত্রণালয়,bhdc.gov.bd
10,পার্বত্য চট্টগ্রাম উন্নয়ন বোর্ড,Chittagong Hill Tracts Development Board,Others,Ministry of Chittagong Hill Tracts Affairs,পার্বত্য চট্টগ্রাম বিষয়ক মন্ত্রণালয়,chtdb.gov.bd
11,পার্বত্য চট্টগ্রাম আঞ্চলিক পরিষদ,Chittagong Hill Tracts Regional Council,Others,Ministry of Chittagong Hill Tracts Affairs,পার্বত্য চট্টগ্রাম বিষয়ক মন্ত্রণালয়,chtrc.gov.bd
12,খাগড়াছড়ি পার্বত্য জেলা পরিষদ,Khagrachari Hill District Council,Others,Ministry of Chittagong Hill Tracts Affairs,পার্বত্য চট্টগ্রাম বিষয়ক মন্ত্রণালয়,khdc.gov.bd
13,রাঙ্গামাটি পার্বত্য জেলা পরিষদ,Rangamati Hill District Council,Others,Ministry of Chittagong Hill Tracts Affairs,পার্বত্য চট্টগ্রাম বিষয়ক মন্ত্রণালয়,rhdc.gov.bd
14,উপজাতীয় শরণার্থী বিষয়ক টাস্কফোর্স,Tribal Refugee Affairs Task Force,Others,Ministry of Chittagong Hill Tracts Affairs,পার্বত্য চট্টগ্রাম বিষয়ক মন্ত্রণালয়,tratf.gov.bd
15,প্রাথমিক ও গণশিক্ষা মন্ত্রণালয়,Ministry of Primary and Mass Education,Ministry/Division,,,mopme.gov.bd
16,প্রাথমিক শিক্ষা অধিদপ্তর,Directorate of Primary Education,Directorate,Ministry of Primary and Mass Education,প্রাথমিক ও গণশিক্ষা মন্ত্রণালয়,dpe.gov.bd
17,উপানুষ্ঠানিক শিক্ষা বোর্ড,Board of Non-Formal Education,Others,Ministry of Primary and Mass Education,প্রাথমিক ও গণশিক্ষা মন্ত্রণালয়,nfeboard.portal.gov.bd
18,উপানুষ্ঠানিক শিক্ষা ব্যুরো,Bureau of Non-Formal Education (BNFE),Others,Ministry of Primary and Mass Education,প্রাথমিক ও গণশিক্ষা মন্ত্রণালয়,bnfe.gov.bd
19,শিশু কল্যাণ ট্রাস্ট,Children Welfare Trust,Others,Ministry of Primary and Mass Education,প্রাথমিক ও গণশিক্ষা মন্ত্রণালয়,skt.gov.bd
20,বাধ্যতামূলক প্রাথমিক শিক্ষা বাস্তবায়ন পরিবীক্ষন ইউনিট,Compulsory Primary Education Implementation Monitoring Unit (CPEIMU),Others,Ministry of Primary and Mass Education,প্রাথমিক ও গণশিক্ষা মন্ত্রণালয়,cpeimu.gov.bd
21,জাতীয় প্রাথমিক শিক্ষা একাডেমি (নেপ),National Academy for Primary Education (NAPE),Others,Ministry of Primary and Mass Education,প্রাথমিক ও গণশিক্ষা মন্ত্রণালয়,nape.gov.bd
22,প্রাথমিক শিক্ষার জন্য উপবৃত্তি প্রদান প্রকল্প (৩য় পর্যায়),Primary Education Stipend Project (Phase-III),Others,Ministry of Primary and Mass Education,প্রাথমিক ও গণশিক্ষা মন্ত্রণালয়,pesp.gov.bd
23,কৃষি মন্ত্রণালয়,Ministry of Agriculture,Ministry/Division,,,moa.gov.bd
24,কৃষি সম্প্রসারণ অধিদপ্তর,Department of Agricultural Extension,Directorate,Ministry of Agriculture,কৃষি মন্ত্রণালয়,dae.gov.bd
25,কৃষি বিপণন অধিদপ্তর,Department of Agricultural Marketing (DAM),Directorate,Ministry of Agriculture,কৃষি মন্ত্রণালয়,dam.gov.bd
26,কৃষি তথ্য সার্ভিস (এআইএস),Agriculture Information Service (AIS),Others,Ministry of Agriculture,কৃষি মন্ত্রণালয়,ais.gov.bd
27,বাংলাদেশ কৃষি উন্নয়ন কর্পোরেশন (বিএডিসি),Bangladesh Agricultural Development Corporation (BADC),Others,Ministry of Agriculture,কৃষি মন্ত্রণালয়,badc.gov.bd
28,বাংলাদেশ কৃষি গবেষণা কাউন্সিল,Bangladesh Agricultural Research Council (BARC),Others,Ministry of Agriculture,কৃষি মন্ত্রণালয়,barc.gov.bd
29,বাংলাদেশ কৃষি গবেষণা ইনস্টিটিউট,Bangladesh Agricultural Research Institute (BARI),Others,Ministry of Agriculture,কৃষি মন্ত্রণালয়,bari.gov.bd
30,বাংলাদেশ পরমাণু কৃষি গবেষণা ইনস্টিটিউট,Bangladesh Institute of Nuclear Agriculture (BINA),Others,Ministry of Agriculture,কৃষি মন্ত্রণালয়,bina.gov.bd
31,বাংলাদেশ ফলিত পুষ্টি গবেষণা ও প্রশিক্ষণ ইনস্টিটিউট (বারটান),Bangladesh Institute of Research and Training on Applied Nutrition (BIRTAN),Others,Ministry of Agriculture,কৃষি মন্ত্রণালয়,birtan.gov.bd
32,বাংলাদেশ পাট গবেষণা ইনস্টিটিউট (বিজেআরআই),Bangladesh Jute Research Institute (BJRI),Others,Ministry of Agriculture,কৃষি মন্ত্রণালয়,bjri.gov.bd
33,বাংলাদেশ ধান গবেষণা ইনস্টিটিউট,Bangladesh Rice Research Institute,Others,Ministry of Agriculture,কৃষি মন্ত্রণালয়,brri.gov.bd
34,বাংলাদেশ সুগারক্রপ গবেষণা ইনস্টিটিউট,Bangladesh Sugarcrop Research Institute (BSRI),Others,Ministry of Agriculture,কৃষি মন্ত্রণালয়,bsri.gov.bd
35,বাংলাদেশ গম ও ভুট্টা গবেষণা ইনস্টিটিউট,Bangladesh Wheat and Maize Research Institute,Others,Ministry of Agriculture,কৃষি মন্ত্রণালয়,bwmri.gov.bd
36,বরেন্দ্র বহুমুখী উন্নয়ন কর্তৃপক্ষ,Barind Multipurpose Development Authority (BMDA),Others,Ministry of Agriculture,কৃষি মন্ত্রণালয়,bmda.gov.bd
37,তুলা উন্নয়ন বোর্ড,Cotton Development Board,Others,Ministry of Agriculture,কৃষি মন্ত্রণালয়,cdb.gov.bd
38,হর্টেক্স ফাউন্ডেশন,Hortex Foundation,Others,Ministry of Agriculture,কৃষি মন্ত্রণালয়,hortex.gov.bd
39,এনএটিপি বিএআরসি অঙ্গ,NATP BARC Component,Others,Ministry of Agriculture,কৃষি মন্ত্রণালয়,natpbarc.portal.gov.bd
40,জাতীয় কৃষি প্রশিক্ষণ একাডেমি (নাটা),National Agriculture Training Academy (NATA),Others,Ministry of Agriculture,কৃষি মন্ত্রণালয়,nata.gov.bd
41,বীজ প্রত্যয়ন এজেন্সী,Seed Certification Agency (SCA),Others,Ministry of Agriculture,কৃষি মন্ত্রণালয়,sca.gov.bd
42,মৃত্তিকা সম্পদ উন্নয়ন ইনস্টিটিউট,Soil Resource Development Institute (SRDI),Others,Ministry of Agriculture,কৃষি মন্ত্রণালয়,srdi.gov.bd
43,বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রণালয়,Ministry of Civil Aviation and Tourism,Ministry/Division,,,mocat.gov.bd
44,বাংলাদেশ পর্যটন করপোরেশন,Bangladesh Parjatan Corporation,Others,Ministry of Civil Aviation and Tourism,বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রণালয়,parjatan.gov.bd
45,বাংলাদেশ সার্ভিসেস লিমিটেড,Bangladesh Services Limited,Others,Ministry of Civil Aviation and Tourism,বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রণালয়,bsl.gov.bd
46,বাংলাদেশ ট্যুরিজম বোর্ড,Bangladesh Tourism Board,Others,Ministry of Civil Aviation and Tourism,বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রণালয়,tourismboard.gov.bd
47,বিমান বাংলাদেশ এয়ারলাইন্স,Biman Bangladesh Airlines,Others,Ministry of Civil Aviation and Tourism,বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রণালয়,biman.gov.bd
48,বাংলাদেশ বেসামরিক বিমান চলাচল কর্তৃপক্ষ,Civil Aviation Authority of Bangladesh,Others,Ministry of Civil Aviation and Tourism,বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রণালয়,caab.gov.bd
49,হোটেলস্‌ ইন্টারন্যাশনাল লিমিটেড,Hotels International Limited,Others,Ministry of Civil Aviation and Tourism,বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রণালয়,hil.gov.bd
50,বাণিজ্য মন্ত্রণালয়,Ministry of Commerce,Ministry/Division,,,mincom.gov.bd
51,জাতীয় ভোক্তা-অধিকার সংরক্ষণ অধিদপ্তর,Directorate of National Consumers' Right Protection,Directorate,Ministry of Commerce,বাণিজ্য মন্ত্রণালয়,dncrp.gov.bd
52,বাংলাদেশ প্রতিযোগিতা কমিশন,Bangladesh Competition Commission,Others,Ministry of Commerce,বাণিজ্য মন্ত্রণালয়,ccb.gov.bd
53,বাংলাদেশ ফরেন ট্রেড ইনস্টিটিউট,Bangladesh Foreign Trade Institute,Others,Ministry of Commerce,বাণিজ্য মন্ত্রণালয়,bfti.portal.gov.bd
54,বাংলাদেশ চা বোর্ড,Bangladesh Tea Board,Others,Ministry of Commerce,বাণিজ্য মন্ত্রণালয়,teaboard.gov.bd
55,বাংলাদেশ ট্রেড এন্ড ট্যারিফ কমিশন,Bangladesh Trade and Tariff Commission,Others,Ministry of Commerce,বাণিজ্য মন্ত্রণালয়,btc.gov.bd
56,বিজনেস প্রমোশন কাউন্সিল,Business Promotion Council,Others,Ministry of Commerce,বাণিজ্য মন্ত্রণালয়,bbpc.gov.bd
57,রপ্তানি উন্নয়ন ব্যুরো,Export Promotion Bureau,Others,Ministry of Commerce,বাণিজ্য মন্ত্রণালয়,epb.gov.bd
58,ইনস্টিটিউট অব চার্টার্ড একাউন্ট্যান্টস অব বাংলাদেশ,Institute of Chartered Accountants of Bangladesh,Others,Ministry of Commerce,বাণিজ্য মন্ত্রণালয়,icab.portal.gov.bd
59,ইনস্টিটিউট অব চার্টাড সেক্রেটারীজ অব বাংলাদেশ,Institute of Chartered Secretaries of Bangladesh,Others,Ministry of Commerce,বাণিজ্য মন্ত্রণালয়,icsb.edu.bd
60,ইনস্টিটিউট অব কস্ট এন্ড ম্যানেজমেন্ট একাউন্ট্যান্টস,Institute of Cost and Management Accountants,Others,Ministry of Commerce,বাণিজ্য মন্ত্রণালয়,icmab.portal.gov.bd
61,যৌথমূলধন কোম্পানি ও ফার্মসমূহের পরিদপ্তর,Office of the Registrar of Joint Stock Companies and Firms,Others,Ministry of Commerce,বাণিজ্য মন্ত্রণালয়,roc.gov.bd
62,আমদানি ও রপ্তানি প্রধান নিয়ন্ত্রকের দপ্তর,Office of the chief controller of Imports and Exports,Others,Ministry of Commerce,বাণিজ্য মন্ত্রণালয়,ccie.gov.bd
63,"প্রকল্প উন্নয়ন ইউনিট, বাংলাদেশ চা বোর্ড","Project Development Unit, Bangladesh Tea Board",Others,Ministry of Commerce,বাণিজ্য মন্ত্রণালয়,pduteaboard.gov.bd
64,ট্রেডিং কর্পোরেশন অব বাংলাদেশ (টিসিবি),Trading Corporation of Bangladesh (TCB),Others,Ministry of Commerce,বাণিজ্য মন্ত্রণালয়,tcb.gov.bd
65,সড়ক পরিবহন ও সেতু মন্ত্রণালয়,Ministry of Road Transport and Bridges,Ministry/Division,,,mortb.gov.bd
66,সেতু বিভাগ,Bridges Division,Division,Ministry of Road Transport and Bridges,সড়ক পরিবহন ও সেতু মন্ত্রণালয়,bridgesdivision.gov.bd
67,বাংলাদেশ সেতু কর্তৃপক্ষ,Bangladesh Bridge Authority,Others,Bridges Division,সেতু বিভাগ,bba.gov.bd
68,সড়ক পরিবহন ও মহাসড়ক বিভাগ,Road Transport And Highways Division,Division,Ministry of Road Transport and Bridges,সড়ক পরিবহন ও সেতু মন্ত্রণালয়,rthd.gov.bd
69,সড়ক ও জনপথ অধিদপ্তর,Roads and Highways Department,Directorate,Road Transport And Highways Division,সড়ক পরিবহন ও মহাসড়ক বিভাগ,rhd.portal.gov.bd
70,বাংলাদেশ সড়ক পরিবহন কর্তৃপক্ষ,Bangladesh Road Transport Authority,Others,Road Transport And Highways Division,সড়ক পরিবহন ও মহাসড়ক বিভাগ,brta.gov.bd
71,বাংলাদেশ সড়ক পরিবহন কর্পোরেশন,Bangladesh Road Transport Corporation,Others,Road Transport And Highways Division,সড়ক পরিবহন ও মহাসড়ক বিভাগ,brtc.gov.bd
72,ঢাকা ম্যাস ট্রানজিট কোম্পানি লিমিটেড (ডিএমটিসিএল),DHAKA MASS TRANSIT COMPANY LIMITED (DMTCL),Others,Road Transport And Highways Division,সড়ক পরিবহন ও মহাসড়ক বিভাগ,dmtcl.gov.bd
73,ঢাকা বাস র‌্যাপিড ট্রানজিট পিএলসি।,Dhaka Bus Rapid Transit PLC,Others,Road Transport And Highways Division,সড়ক পরিবহন ও মহাসড়ক বিভাগ,dhakabrt.gov.bd
74,ঢাকা পরিবহন সমন্বয় কর্তৃপক্ষ,Dhaka Transport Co-ordination Authority,Others,Road Transport And Highways Division,সড়ক পরিবহন ও মহাসড়ক বিভাগ,dtca.gov.bd
75,সংস্কৃতি বিষয়ক মন্ত্রণালয়,Ministry of Cultural Affairs,Ministry/Division,,,moca.gov.bd
76,প্রত্নতত্ত্ব অধিদপ্তর,Department of Archaeology,Directorate,Ministry of Cultural Affairs,সংস্কৃতি বিষয়ক মন্ত্রণালয়,archaeology.gov.bd
77,আরকাইভস ও গ্রন্থাগার অধিদপ্তর,Department of Archives and Library,Directorate,Ministry of Cultural Affairs,সংস্কৃতি বিষয়ক মন্ত্রণালয়,nanl.gov.bd
78,গণগ্রন্থাগার অধিদপ্তর,Department of Public Libraries,Directorate,Ministry of Cultural Affairs,সংস্কৃতি বিষয়ক মন্ত্রণালয়,publiclibrary.gov.bd
79,বাংলা একাডেমি,Bangla Academy,Others,Ministry of Cultural Affairs,সংস্কৃতি বিষয়ক মন্ত্রণালয়,banglaacademy.gov.bd
80,বাংলাদেশ লোক ও কারুশিল্প ফাউন্ডেশন,Bangladesh Folk Art & Crafts Foundation,Others,Ministry of Cultural Affairs,সংস্কৃতি বিষয়ক মন্ত্রণালয়,sonargaonmuseum.gov.bd
81,বাংলাদেশ জাতীয় জাদুঘর,Bangladesh National Museum,Others,Ministry of Cultural Affairs,সংস্কৃতি বিষয়ক মন্ত্রণালয়,bangladeshmuseum.gov.bd
82,বাংলাদেশ শিল্পকলা একাডেমি,Bangladesh Shilpakala Academy,Others,Ministry of Cultural Affairs,সংস্কৃতি বিষয়ক মন্ত্রণালয়,shilpakala.gov.bd
83,বাংলাদেশ শিল্পী কল্যাণ ট্রাস্ট,Bangladesh Shilpi Kollan Trust,Others,Ministry of Cultural Affairs,সংস্কৃতি বিষয়ক মন্ত্রণালয়,shilpitrust.portal.gov.bd
84,বাংলাদেশ কপিরাইট অফিস,Copyright Office Bangladesh,Others,Ministry of Cultural Affairs,সংস্কৃতি বিষয়ক মন্ত্রণালয়,copyrightoffice.gov.bd
85,"কক্সবাজার সাংস্কৃতিক কেন্দ্র, কক্সবাজার","Cox's Bazar Cultural Center, Cox's Bazar",Others,Ministry of Cultural Affairs,সংস্কৃতি বিষয়ক মন্ত্রণালয়,coxculturecenter.portal.gov.bd
86,"ক্ষুদ্র নৃগোষ্ঠীর কালচারাল একাডেমি, বিরিশিরি, নেত্রকোনা",Cultural Academy for Small Ethnic Groups,Others,Ministry of Cultural Affairs,সংস্কৃতি বিষয়ক মন্ত্রণালয়,kncabirisiri.portal.gov.bd
87,"ক্ষুদ্র নৃগোষ্ঠীর সাংস্কৃতিক ইনস্টিটিউট, রাঙ্গামাটি",Cultural Institute for Small Ethnic Groups,Others,Ministry of Cultural Affairs,সংস্কৃতি বিষয়ক মন্ত্রণালয়,knsirangamati.portal.gov.bd
88,জাতীয় গ্রন্থকেন্দ্র,Jatiya Grantha Kendro,Others,Ministry of Cultural Affairs,সংস্কৃতি বিষয়ক মন্ত্রণালয়,jgk.gov.bd
89,কবি নজরুল ইনস্টিটিউট,Kabi Nazrul Institute,Others,Ministry of Cultural Affairs,সংস্কৃতি বিষয়ক মন্ত্রণালয়,nazrulinstitute.gov.bd
90,"ক্ষুদ্র নৃগোষ্ঠীর সাংস্কৃতিক ইনস্টিটিউট, খাগড়াছড়ি","Khudra Nrigostir Sangskritik Institute, Khagrachari",Others,Ministry of Cultural Affairs,সংস্কৃতি বিষয়ক মন্ত্রণালয়,knsikhagrachari.gov.bd
91,"মণিপুরী ললিতকলা একাডেমি, কমলগঞ্জ, মৌলভীবাজার","Monipuri Lolitokala Academy, Kamalganj, Moulvibazar",Others,Ministry of Cultural Affairs,সংস্কৃতি বিষয়ক মন্ত্রণালয়,mla.portal.gov.bd
92,"ক্ষুদ্র নৃগোষ্ঠী কালচারাল একাডেমি, রাজশাহী","Small Ethnic Cultural Academy, Rajshahi",Others,Ministry of Cultural Affairs,সংস্কৃতি বিষয়ক মন্ত্রণালয়,kncaraj.portal.gov.bd
93,"ক্ষুদ্র নৃগোষ্ঠীর সাংস্কৃতিক ইনস্টিটিউট, বান্দরবান","Small Ethnic Cultural Institute, Bandarban",Others,Ministry of Cultural Affairs,সংস্কৃতি বিষয়ক মন্ত্রণালয়,ksibandarban.portal.gov.bd
94,প্রতিরক্ষা মন্ত্রণালয়,Ministry of Defence,Ministry/Division,,,mod.gov.bd
95,বাংলাদেশ আবহাওয়া অধিদপ্তর,Bangladesh Meteorological Department,Directorate,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,bmd.gov.bd
96,বাংলাদেশ ন্যাশনাল ক্যাডেট কোর অধিদপ্তর,Bangladesh National Cadet Corps,Directorate,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,bncc.portal.gov.bd
97,সামরিক ভূমি ও ক্যান্টনমেন্ট অধিদপ্তর,Department of Military Lands & Cantonments,Directorate,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,dmlc.gov.bd
98,বাংলাদেশ জরিপ অধিদপ্তর,Survey of Bangladesh,Directorate,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,sob.gov.bd
99,আর্মড ফোর্সেস মেডিক্যাল কলেজ,Armed Forces Medical College (AFMC),Others,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,afmc.edu.bd
100,বাংলাদেশ বিমান বাহিনী,Bangladesh Air Force (BAF),Others,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,baf.mil.bd
101,বাংলাদেশ সেনাবাহিনী,Bangladesh Army,Others,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,army.mil.bd
102,বাংলাদেশ নৌবাহিনী,Bangladesh Navy,Others,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,navy.mil.bd
103,বাংলাদেশ সমরাস্ত্র কারখানা,Bangladesh Ordnance Factories,Others,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,bof.gov.bd
104,বাংলাদেশ মহাকাশ গবেষণা ও দূর অনুধাবন প্রতিষ্ঠান (স্পারসো),Bangladesh Space Research and Remote Sensing Organization (SPARRSO),Others,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,sparrso.gov.bd
105,প্রতিরক্ষা গোয়েন্দা মহাপরিদপ্তর,DGFI,Others,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,dgfi.gov.bd
106,সামরিক বাহিনী কমান্ড এন্ড স্টাফ কলেজ,Defence Services Command and Staff College,Others,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,dscsc.portal.gov.bd
107,গুপ্তসংকেত পরিদপ্তর,Department of Cyphers,Others,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,doc.portal.gov.bd
108,প্রতিরক্ষা ক্রয় মহা-পরিদপ্তর,Directorate General of Defence Purchase,Others,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,dgdp.portal.gov.bd
109,সামরিক চিকিৎসা সার্ভিস মহাপরিদপ্তর,Directorate General of Medical Service (DGMS),Others,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,dgms.portal.gov.bd
110,"আন্ত:বাহিনী জনসংযোগ পরিদপ্তর (আইএসপিআর), ঢাকা সেনানিবাস।","Inter Services Public Relation Directorate (ISPR), Dhaka Cantonment.",Others,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,ispr.portal.gov.bd
111,আন্তঃবাহিনী নির্বাচন পর্ষদ (আইএসএসবি),Inter Services Selection Board (ISSB),Others,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,issb-bd.org
112,মিলিটারি ইঞ্জিনিয়ার সার্ভিসেস,Military Engineer Services,Others,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,mes.portal.gov.bd
113,মিলিটারি ইনস্টিটিউট অব সায়েন্স অ্যান্ড টেকনোলজি,Military Institute of Science & Technology (MIST).,Others,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,mist.ac.bd
114,মিনিস্ট্রি অব ডিফেন্স কনস্ট্যাবিউলারি (এমওডিসি),Ministry of Defence Constabulary (MODC),Others,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,modc.gov.bd
115,ন্যাশনাল ডিফেন্স কলেজ,National Defence College,Others,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,ndc.gov.bd
116,প্রধান প্রশাসনিক কর্মকর্তার কার্যালয়,Office of the Chief Administrative Officer,Others,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,dcd.gov.bd
117,কন্ট্রোলার জেনারেল ডিফেন্স ফাইন্যান্স এর কার্যালয়,Office of the Controller General Defence Finance,Others,Ministry of Defence,প্রতিরক্ষা মন্ত্রণালয়,cgdf.gov.bd
118,খাদ্য মন্ত্রণালয়,Ministry of Food,Ministry/Division,,,mofood.gov.bd
119,খাদ্য অধিদপ্তর,Directorate General of Food,Directorate,Ministry of Food,খাদ্য মন্ত্রণালয়,dgfood.gov.bd
120,বাংলাদেশ নিরাপদ খাদ্য কর্তৃপক্ষ,Bangladesh Food Safety Authority,Others,Ministry of Food,খাদ্য মন্ত্রণালয়,bfsa.gov.bd
121,শিক্ষা মন্ত্রণালয়,Ministry of Education,Ministry/Division,,,moedu.gov.bd
122,মাধ্যমিক ও উচ্চ শিক্ষা বিভাগ,Secondary and Higher Education Division,Division,Ministry of Education,শিক্ষা মন্ত্রণালয়,shed.gov.bd
123,পরিদর্শন ও নিরীক্ষা অধিদপ্তর,Directorate of Inspection and Audit (DIA),Directorate,Secondary and Higher Education Division,মাধ্যমিক ও উচ্চ শিক্ষা বিভাগ,dia.gov.bd
124,মাধ্যমিক ও উচ্চশিক্ষা অধিদপ্তর,Directorate of Secondary and Higher Education (DSHE),Directorate,Secondary and Higher Education Division,মাধ্যমিক ও উচ্চ শিক্ষা বিভাগ,dshe.gov.bd
125,শিক্ষা প্রকৌশল অধিদপ্তর,Education Engineering Department (EED),Directorate,Secondary and Higher Education Division,মাধ্যমিক ও উচ্চ শিক্ষা বিভাগ,eedmoe.gov.bd
126,বাংলাদেশ অ্যাক্রেডিটেশন কাউন্সিল,Bangladesh Accreditation Council,Others,Secondary and Higher Education Division,মাধ্যমিক ও উচ্চ শিক্ষা বিভাগ,bac.gov.bd
127,বাংলাদেশ শিক্ষাতথ্য ও পরিসংখ্যান ব্যুরো (ব্যানবেইস),Bangladesh Bureau of Educational Information and Statistics (BANBEIS),Others,Secondary and Higher Education Division,মাধ্যমিক ও উচ্চ শিক্ষা বিভাগ,banbeis.gov.bd
128,বাংলাদেশ ইউনেস্কো জাতীয় কমিশন,Bangladesh National Commission for UNESCO,Others,Secondary and Higher Education Division,মাধ্যমিক ও উচ্চ শিক্ষা বিভাগ,bncu.gov.bd
129,বাংলাদেশ স্কাউটস,Bangladesh Scouts,Others,Secondary and Higher Education Division,মাধ্যমিক ও উচ্চ শিক্ষা বিভাগ,scouts.gov.bd
130,"মাধ্যমিক ও উচ্চমাধ্যমিক শিক্ষা বোর্ড, সিলেট","Board of Intermediate & Secondary Education, Sylhet.",Others,Secondary and Higher Education Division,মাধ্যমিক ও উচ্চ শিক্ষা বিভাগ,sylhetboard.gov.bd
131,"মাধ্যমিক ও উচ্চ মাধ্যমিক শিক্ষা বোর্ড, বরিশাল","Board of Intermediate and Secondary Education, Barisal",Others,Secondary and Higher Education Division,মাধ্যমিক ও উচ্চ শিক্ষা বিভাগ,barisalboard.portal.gov.bd
132,"মাধ্যমিক ও উচ্চ মাধ্যমিক শিক্ষা বোর্ড, চট্টগ্রাম","Board of Intermediate and Secondary Education, Chittagong",Others,Secondary and Higher Education Division,মাধ্যমিক ও উচ্চ শিক্ষা বিভাগ,bise-ctg.portal.gov.bd
133,"মাধ্যমিক ও উচ্চমাধ্যমিক শিক্ষা বোর্ড, কুমিল্লা","Board of Intermediate and Secondary Education, Comilla",Others,Secondary and Higher Education Division,মাধ্যমিক ও উচ্চ শিক্ষা বিভাগ,comillaboard.portal.gov.bd
